trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2481,False,"{'a': 0.5, 'e': 0.08355573977468324}",20,11,16.222416442707658,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2482,False,"{'a': 0.5, 'e': 0.08347218403490855}",25,8,31.81009097531639,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2483,False,"{'a': 0.5, 'e': 0.08338871185087364}",25,7,29.474846752946117,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2484,False,"{'a': 0.5, 'e': 0.08330532313902277}",25,11,22.915180749334976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2485,False,"{'a': 0.5, 'e': 0.08322201781588374}",25,18,14.622447410196841,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2486,False,"{'a': 0.5, 'e': 0.08313879579806786}",25,8,30.73423389310796,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2487,False,"{'a': 0.5, 'e': 0.08305565700226979}",25,18,12.121129373964013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2488,False,"{'a': 0.5, 'e': 0.08297260134526752}",25,11,25.99840252495251,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2489,False,"{'a': 0.5, 'e': 0.08288962874392225}",20,2,36.14939734247467,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2490,False,"{'a': 0.5, 'e': 0.08280673911517833}",20,10,22.197414812226512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,False,"{'a': 0.5, 'e': 0.08272393237606315}",25,19,13.065479646470283,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2492,False,"{'a': 0.5, 'e': 0.0826412084436871}",20,8,24.54505849088504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2493,False,"{'a': 0.5, 'e': 0.08255856723524341}",20,7,22.243095042156966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2494,False,"{'a': 0.5, 'e': 0.08247600866800817}",20,12,14.047901404872253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2495,False,"{'a': 0.5, 'e': 0.08239353265934014}",20,8,20.095012137778298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2496,False,"{'a': 0.5, 'e': 0.08231113912668081}",20,16,7.882880849923061,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2497,False,"{'a': 0.5, 'e': 0.08222882798755413}",25,18,10.687272595718568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2498,False,"{'a': 0.5, 'e': 0.08214659915956658}",30,10,33.457261475861394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2499,False,"{'a': 0.5, 'e': 0.08206445256040701}",25,1,41.60045674316145,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2500,False,"{'a': 0.5, 'e': 0.0819823881078466}",20,6,23.59849658397616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2501,False,"{'a': 0.5, 'e': 0.08190040571973875}",20,8,19.476546581939647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2502,False,"{'a': 0.5, 'e': 0.08181850531401902}",30,6,36.700058745888825,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2503,False,"{'a': 0.5, 'e': 0.081736686808705}",30,19,21.6843317936346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2504,False,"{'a': 0.5, 'e': 0.08165495012189629}",25,1,36.38775387501792,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2505,False,"{'a': 0.5, 'e': 0.08157329517177439}",30,18,21.146892232546133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2506,False,"{'a': 0.5, 'e': 0.08149172187660263}",20,4,27.460213010400643,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2507,False,"{'a': 0.5, 'e': 0.08141023015472602}",20,0,31.319891881590763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2508,False,"{'a': 0.5, 'e': 0.08132881992457129}",25,19,7.273903681807911,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2509,False,"{'a': 0.5, 'e': 0.08124749110464673}",20,10,18.176738833327022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2510,False,"{'a': 0.5, 'e': 0.08116624361354208}",25,13,24.326700460945425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2511,False,"{'a': 0.5, 'e': 0.08108507736992854}",30,18,20.825257130666802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2512,False,"{'a': 0.5, 'e': 0.0810039922925586}",30,18,21.475131902845852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2513,False,"{'a': 0.5, 'e': 0.08092298830026605}",25,15,20.398633151378682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2514,False,"{'a': 0.5, 'e': 0.08084206531196578}",20,3,26.423985375090346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2515,False,"{'a': 0.5, 'e': 0.08076122324665382}",20,12,17.43722640932007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2516,False,"{'a': 0.5, 'e': 0.08068046202340716}",20,3,31.196078541038776,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2517,False,"{'a': 0.5, 'e': 0.08059978156138375}",20,12,14.365819850200086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2518,False,"{'a': 0.5, 'e': 0.08051918177982237}",25,12,22.961245521283153,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2519,False,"{'a': 0.5, 'e': 0.08043866259804254}",20,10,16.028245624230195,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2520,False,"{'a': 0.5, 'e': 0.0803582239354445}",25,0,35.287808369083216,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2521,False,"{'a': 0.5, 'e': 0.08027786571150906}",35,28,9.839688235261647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2522,False,"{'a': 0.5, 'e': 0.08019758784579754}",20,13,13.948646830361792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2523,False,"{'a': 0.5, 'e': 0.08011739025795175}",30,16,28.443395855059126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2524,False,"{'a': 0.5, 'e': 0.0800372728676938}",35,12,42.85690180140435,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2525,False,"{'a': 0.5, 'e': 0.0799572355948261}",20,15,9.22496599018313,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2526,False,"{'a': 0.5, 'e': 0.07987727835923128}",25,15,20.700583384347823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2527,False,"{'a': 0.5, 'e': 0.07979740108087205}",25,13,24.162723732025498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2528,False,"{'a': 0.5, 'e': 0.07971760367979118}",20,6,24.359478119260537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2529,False,"{'a': 0.5, 'e': 0.07963788607611139}",20,10,13.838533469767233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2530,False,"{'a': 0.5, 'e': 0.07955824819003528}",25,11,23.00959567981791,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2531,False,"{'a': 0.5, 'e': 0.07947868994184523}",20,0,32.596034998523564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2532,False,"{'a': 0.5, 'e': 0.0793992112519034}",20,6,27.183257822572816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2533,False,"{'a': 0.5, 'e': 0.07931981204065149}",20,13,12.12311532973809,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2534,False,"{'a': 0.5, 'e': 0.07924049222861083}",20,15,10.762443322251707,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2535,False,"{'a': 0.5, 'e': 0.07916125173638222}",20,8,25.306889468197852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2536,False,"{'a': 0.5, 'e': 0.07908209048464585}",20,16,7.503559229836193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2537,False,"{'a': 0.5, 'e': 0.0790030083941612}",30,12,34.95778071273234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2538,False,"{'a': 0.5, 'e': 0.07892400538576703}",30,12,29.474739042656598,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2539,False,"{'a': 0.5, 'e': 0.07884508138038127}",20,10,15.540245139992384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2540,False,"{'a': 0.5, 'e': 0.07876623629900088}",20,11,15.042248078397577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2541,False,"{'a': 0.5, 'e': 0.0786874700627019}",25,11,24.582761627721872,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2542,False,"{'a': 0.5, 'e': 0.07860878259263919}",20,9,19.28703913299443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2543,False,"{'a': 0.5, 'e': 0.07853017381004655}",25,3,37.00475368075264,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2544,False,"{'a': 0.5, 'e': 0.0784516436362365}",25,11,23.640046485748158,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2545,False,"{'a': 0.5, 'e': 0.07837319199260026}",20,6,25.809361461965672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2546,False,"{'a': 0.5, 'e': 0.07829481880060767}",25,3,35.37430377466556,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2547,False,"{'a': 0.5, 'e': 0.07821652398180706}",20,13,11.894021519129595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2548,False,"{'a': 0.5, 'e': 0.07813830745782525}",25,18,12.380972000397467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2549,False,"{'a': 0.5, 'e': 0.07806016915036743}",25,6,37.419590935984914,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2550,False,"{'a': 0.5, 'e': 0.07798210898121706}",20,0,31.476703145988694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2551,False,"{'a': 0.5, 'e': 0.07790412687223584}",20,3,29.763860368448338,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2552,False,"{'a': 0.5, 'e': 0.0778262227453636}",30,17,24.04121227912367,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2553,False,"{'a': 0.5, 'e': 0.07774839652261824}",20,3,29.55458612837785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2554,False,"{'a': 0.5, 'e': 0.07767064812609561}",30,15,28.733371564220914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2555,False,"{'a': 0.5, 'e': 0.07759297747796952}",20,12,14.679363500548028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2556,False,"{'a': 0.5, 'e': 0.07751538450049156}",20,3,24.992972981138994,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2557,False,"{'a': 0.5, 'e': 0.07743786911599107}",25,18,12.781174532287551,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2558,False,"{'a': 0.5, 'e': 0.07736043124687507}",30,17,25.18702701738572,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2559,False,"{'a': 0.5, 'e': 0.0772830708156282}",30,12,31.509786615000273,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2560,False,"{'a': 0.5, 'e': 0.07720578774481257}",20,10,22.76645215384514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2561,False,"{'a': 0.5, 'e': 0.07712858195706776}",25,20,10.207711608614003,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2562,False,"{'a': 0.5, 'e': 0.07705145337511068}",20,8,23.388997105102288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2563,False,"{'a': 0.5, 'e': 0.07697440192173557}",30,6,44.77655167273097,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2564,False,"{'a': 0.5, 'e': 0.07689742751981385}",20,15,9.035442360940866,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2565,False,"{'a': 0.5, 'e': 0.07682053009229403}",25,8,33.940042216564095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2566,False,"{'a': 0.5, 'e': 0.07674370956220174}",30,10,38.55251230232218,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2567,False,"{'a': 0.5, 'e': 0.07666696585263953}",25,17,13.459282340311384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2568,False,"{'a': 0.5, 'e': 0.0765902988867869}",35,21,29.81040175432584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2569,False,"{'a': 0.5, 'e': 0.0765137085879001}",35,20,29.341937245424056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2570,False,"{'a': 0.5, 'e': 0.0764371948793122}",20,5,22.704377052255275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2571,False,"{'a': 0.5, 'e': 0.07636075768443289}",25,8,32.75257081575464,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2572,False,"{'a': 0.5, 'e': 0.07628439692674846}",20,6,26.08113628279899,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2573,False,"{'a': 0.5, 'e': 0.07620811252982171}",20,16,9.572891374474615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2574,False,"{'a': 0.5, 'e': 0.0761319044172919}",25,6,30.528143166168363,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2575,False,"{'a': 0.5, 'e': 0.0760557725128746}",25,10,23.74657857497879,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2576,False,"{'a': 0.5, 'e': 0.07597971674036172}",20,2,33.734511542566516,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2577,False,"{'a': 0.5, 'e': 0.07590373702362135}",30,12,25.725577281298374,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2578,False,"{'a': 0.5, 'e': 0.07582783328659774}",25,18,10.744445463696113,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2579,False,"{'a': 0.5, 'e': 0.07575200545331115}",20,10,15.259600061174185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2580,False,"{'a': 0.5, 'e': 0.07567625344785783}",20,11,16.50380020243615,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2581,False,"{'a': 0.5, 'e': 0.07560057719440998}",25,18,12.008404225307192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2582,False,"{'a': 0.5, 'e': 0.07552497661721556}",20,8,21.272028481103508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2583,False,"{'a': 0.5, 'e': 0.07544945164059835}",20,6,26.6168932194414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2584,False,"{'a': 0.5, 'e': 0.07537400218895775}",30,17,25.18478828988529,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2585,False,"{'a': 0.5, 'e': 0.07529862818676879}",20,10,17.18135823629045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2586,False,"{'a': 0.5, 'e': 0.07522332955858202}",25,9,29.652594729843784,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2587,False,"{'a': 0.5, 'e': 0.07514810622902345}",25,11,27.921421044283733,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2588,False,"{'a': 0.5, 'e': 0.07507295812279442}",30,23,14.219928739642693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2589,False,"{'a': 0.5, 'e': 0.07499788516467162}",20,8,20.022056879822827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2590,False,"{'a': 0.5, 'e': 0.07492288727950695}",20,7,25.53479543600089,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2591,False,"{'a': 0.5, 'e': 0.07484796439222745}",20,11,15.824432729654678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2592,False,"{'a': 0.5, 'e': 0.07477311642783521}",20,11,15.607391663632573,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2593,False,"{'a': 0.5, 'e': 0.07469834331140739}",20,6,28.459412444010837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2594,False,"{'a': 0.5, 'e': 0.07462364496809597}",20,12,13.307649935455267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2595,False,"{'a': 0.5, 'e': 0.07454902132312788}",25,14,17.51158924102176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2596,False,"{'a': 0.5, 'e': 0.07447447230180475}",30,20,17.800765835957545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2597,False,"{'a': 0.5, 'e': 0.07439999782950295}",25,14,18.655113776460873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2598,False,"{'a': 0.5, 'e': 0.07432559783167345}",20,12,15.603770934262233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2599,False,"{'a': 0.5, 'e': 0.07425127223384177}",35,13,42.09949908185761,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2600,False,"{'a': 0.5, 'e': 0.07417702096160793}",20,0,23.38408218663293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2601,False,"{'a': 0.5, 'e': 0.07410284394064631}",25,12,25.306315287341082,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,False,"{'a': 0.5, 'e': 0.07402874109670567}",25,11,23.75696347038205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2603,False,"{'a': 0.5, 'e': 0.07395471235560896}",25,11,29.222467038306497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2604,False,"{'a': 0.5, 'e': 0.07388075764325336}",30,13,32.13404073242468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2605,False,"{'a': 0.5, 'e': 0.0738068768856101}",25,11,27.867202586177505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2606,False,"{'a': 0.5, 'e': 0.07373307000872449}",20,10,18.803685860076662,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2607,False,"{'a': 0.5, 'e': 0.07365933693871576}",25,14,20.545974272734412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,False,"{'a': 0.5, 'e': 0.07358567760177705}",25,13,20.28617324316935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2609,False,"{'a': 0.5, 'e': 0.07351209192417528}",20,6,23.903461309673183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.5, 'e': 0.0734385798322511}",20,13,10.75170058771862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2611,False,"{'a': 0.5, 'e': 0.07336514125241884}",20,11,14.938286128000286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.5, 'e': 0.07329177611116643}",30,17,25.13599129621372,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.5, 'e': 0.07321848433505526}",20,10,18.90040448438113,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2614,False,"{'a': 0.5, 'e': 0.0731452658507202}",20,0,29.22799335578852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2615,False,"{'a': 0.5, 'e': 0.07307212058486949}",25,17,15.066962809221332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2616,False,"{'a': 0.5, 'e': 0.07299904846428462}",25,7,35.27561241093972,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.5, 'e': 0.07292604941582033}",30,13,35.57970634866797,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2618,False,"{'a': 0.5, 'e': 0.07285312336640451}",25,13,24.211470723379048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2619,False,"{'a': 0.5, 'e': 0.07278027024303811}",20,11,16.271278397759005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2620,False,"{'a': 0.5, 'e': 0.07270748997279507}",25,7,30.879708598285323,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2621,False,"{'a': 0.5, 'e': 0.07263478248282228}",25,0,38.67131824619106,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.5, 'e': 0.07256214770033945}",20,9,19.97416204947178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.5, 'e': 0.07248958555263911}",30,13,33.20392075296085,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2624,False,"{'a': 0.5, 'e': 0.07241709596708648}",20,10,15.363143976346866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2625,False,"{'a': 0.5, 'e': 0.0723446788711194}",20,15,10.663115309951468,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2626,False,"{'a': 0.5, 'e': 0.07227233419224827}",30,7,39.46796133750653,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2627,False,"{'a': 0.5, 'e': 0.07220006185805602}",25,13,20.77855112128537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.5, 'e': 0.07212786179619797}",25,17,15.898249690840942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2629,False,"{'a': 0.5, 'e': 0.07205573393440176}",20,3,27.74451180341087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2630,False,"{'a': 0.5, 'e': 0.07198367820046736}",20,0,29.49333558100251,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2631,False,"{'a': 0.5, 'e': 0.0719116945222669}",25,4,41.61873495793893,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.5, 'e': 0.07183978282774463}",25,3,36.493281895323804,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2633,False,"{'a': 0.5, 'e': 0.07176794304491689}",20,10,18.84172443349225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.5, 'e': 0.07169617510187197}",25,6,29.012328182475834,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.5, 'e': 0.0716244789267701}",25,16,16.16808584617229,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.5, 'e': 0.07155285444784333}",25,19,10.223530779736354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.5, 'e': 0.07148130159339548}",30,13,27.629137763089254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2638,False,"{'a': 0.5, 'e': 0.07140982029180208}",20,6,23.020292704940125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.5, 'e': 0.07133841047151028}",30,13,31.322626618105986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2640,False,"{'a': 0.5, 'e': 0.07126707206103877}",20,11,16.127836471827703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.5, 'e': 0.07119580498897773}",20,13,15.383789715704612,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.5, 'e': 0.07112460918398876}",20,0,32.56339531292572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2643,False,"{'a': 0.5, 'e': 0.07105348457480477}",20,3,28.710708640377028,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2644,False,"{'a': 0.5, 'e': 0.07098243109022996}",25,16,16.27511783430812,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2645,False,"{'a': 0.5, 'e': 0.07091144865913973}",25,17,13.738657408434975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.5, 'e': 0.0708405372104806}",30,13,31.813715705853266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2647,False,"{'a': 0.5, 'e': 0.07076969667327011}",30,16,21.292289256089973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2648,False,"{'a': 0.5, 'e': 0.07069892697659684}",35,25,15.64984185048247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2649,False,"{'a': 0.5, 'e': 0.07062822804962025}",20,6,21.777760391619598,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2650,False,"{'a': 0.5, 'e': 0.07055759982157063}",25,11,27.415136238210536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2651,False,"{'a': 0.5, 'e': 0.07048704222174906}",20,12,13.287086789575335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.5, 'e': 0.0704165551795273}",20,10,16.350812052922574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2653,False,"{'a': 0.5, 'e': 0.07034613862434778}",25,18,14.341025219912911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.5, 'e': 0.07027579248572344}",20,4,29.464439964118444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.5, 'e': 0.07020551669323771}",25,14,20.36266105694455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.5, 'e': 0.07013531117654447}",20,6,26.305769658304122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.5, 'e': 0.07006517586536792}",25,20,10.6503118762383,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.5, 'e': 0.06999511068950257}",35,18,28.317074590932773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.5, 'e': 0.06992511557881305}",20,14,11.424315546516603,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.5, 'e': 0.06985519046323424}",25,12,26.073641532460332,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2661,False,"{'a': 0.5, 'e': 0.069785335272771}",25,18,10.95829938582605,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2662,False,"{'a': 0.5, 'e': 0.06971554993749823}",20,11,17.553885688765842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2663,False,"{'a': 0.5, 'e': 0.06964583438756074}",25,18,12.22683841340968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
